,person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
18629,27.0,female,30622.0,4,MORTGAGE,8500.0,PERSONAL,11.01,0.28,631,Yes,0
18630,32.0,male,30698.0,12,MORTGAGE,4800.0,MEDICAL,8.9,0.16,552,No,1
18631,33.0,male,70433.0,9,RENT,17500.0,DEBTCONSOLIDATION,13.57,0.25,622,Yes,0
18632,33.0,female,111878.0,13,RENT,17500.0,VENTURE,15.28,0.16,654,Yes,0
18633,31.0,male,138220.0,7,RENT,17500.0,HOMEIMPROVEMENT,14.72,0.13,624,No,0
18634,29.0,female,144987.0,2,RENT,17500.0,VENTURE,12.87,0.12,622,No,0
18635,31.0,female,764203.0,10,RENT,17500.0,DEBTCONSOLIDATION,11.48,0.02,649,No,0
18636,29.0,male,42815.0,5,RENT,17475.0,MEDICAL,7.66,0.41,624,No,1
18637,27.0,male,55030.0,4,RENT,17475.0,DEBTCONSOLIDATION,11.99,0.32,633,No,1
18638,32.0,female,71508.0,7,RENT,17400.0,MEDICAL,15.05,0.24,630,No,1
18639,28.0,male,30742.0,4,MORTGAGE,6000.0,PERSONAL,5.99,0.2,598,No,0
18640,33.0,male,30551.0,10,MORTGAGE,6600.0,PERSONAL,12.99,0.22,659,Yes,0
18641,35.0,female,65995.0,14,RENT,17250.0,DEBTCONSOLIDATION,19.42,0.26,683,No,1
18642,29.0,male,91333.0,7,RENT,17200.0,PERSONAL,14.27,0.19,631,Yes,0
18643,27.0,male,94584.0,2,RENT,17200.0,DEBTCONSOLIDATION,17.49,0.18,686,No,1
18644,33.0,female,41577.0,8,RENT,17000.0,EDUCATION,11.48,0.41,618,No,1
18645,31.0,male,31216.0,12,MORTGAGE,6000.0,PERSONAL,9.25,0.19,651,Yes,0
18646,35.0,male,45251.0,14,RENT,17000.0,MEDICAL,13.49,0.38,707,No,1
18647,28.0,male,55418.0,2,RENT,17000.0,DEBTCONSOLIDATION,14.72,0.31,602,No,1
18648,35.0,male,58614.0,14,RENT,17000.0,MEDICAL,7.88,0.29,575,No,1
18649,27.0,female,67056.0,3,RENT,17000.0,EDUCATION,7.88,0.25,582,No,1
18650,30.0,male,66809.0,5,RENT,17000.0,EDUCATION,11.01,0.25,672,No,1
18651,27.0,female,73279.0,3,RENT,17000.0,MEDICAL,11.01,0.23,730,Yes,0
18652,29.0,male,73251.0,6,RENT,17000.0,HOMEIMPROVEMENT,14.96,0.23,626,Yes,0
18653,32.0,female,74140.0,7,RENT,17000.0,DEBTCONSOLIDATION,11.49,0.23,702,Yes,0
18654,34.0,female,79169.0,12,RENT,17000.0,MEDICAL,8.49,0.21,666,No,0
18655,29.0,female,30915.0,8,MORTGAGE,8500.0,EDUCATION,7.9,0.27,620,Yes,0
18656,28.0,female,31315.0,10,MORTGAGE,10625.0,HOMEIMPROVEMENT,14.27,0.34,642,Yes,0
18657,28.0,male,96932.0,7,RENT,17000.0,MEDICAL,5.79,0.18,666,Yes,0
18658,28.0,male,97024.0,4,RENT,17000.0,HOMEIMPROVEMENT,13.85,0.18,671,Yes,0
18659,35.0,male,102960.0,12,RENT,17000.0,PERSONAL,7.88,0.17,688,No,0
18660,31.0,female,30842.0,6,MORTGAGE,3000.0,DEBTCONSOLIDATION,8.9,0.1,643,No,0
18661,31.0,male,111175.0,9,RENT,17000.0,PERSONAL,14.54,0.15,660,Yes,0
18662,33.0,female,31039.0,10,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.62,0.19,571,No,0
18663,32.0,female,138994.0,13,RENT,17000.0,HOMEIMPROVEMENT,11.12,0.12,644,Yes,0
18664,32.0,male,31071.0,7,OWN,9175.0,MEDICAL,10.99,0.3,596,Yes,0
18665,31.0,male,31276.0,5,OWN,3500.0,MEDICAL,13.49,0.11,695,No,0
18666,29.0,female,31039.0,7,MORTGAGE,7475.0,DEBTCONSOLIDATION,8.49,0.24,552,No,0
18667,30.0,female,30917.0,9,MORTGAGE,7000.0,DEBTCONSOLIDATION,10.99,0.23,639,No,0
18668,34.0,male,94550.0,9,RENT,16800.0,DEBTCONSOLIDATION,7.37,0.18,693,No,0
18669,27.0,male,30770.0,1,OWN,5000.0,EDUCATION,10.99,0.16,609,Yes,0
18670,29.0,female,110197.0,10,RENT,16800.0,MEDICAL,11.01,0.15,710,No,0
18671,30.0,female,100568.0,8,RENT,16775.0,PERSONAL,11.97,0.17,598,Yes,0
18672,28.0,male,29696.0,8,RENT,16750.0,MEDICAL,14.96,0.56,677,No,1
18673,33.0,male,40274.0,11,RENT,16750.0,PERSONAL,12.53,0.42,608,No,1
18674,34.0,female,48567.0,10,RENT,16750.0,EDUCATION,13.98,0.34,660,No,1
18675,35.0,male,48888.0,10,RENT,16750.0,MEDICAL,14.09,0.34,672,No,1
18676,31.0,male,31309.0,8,OWN,4500.0,VENTURE,11.01,0.14,657,Yes,0
18677,34.0,male,31154.0,11,MORTGAGE,1000.0,DEBTCONSOLIDATION,9.63,0.03,625,Yes,0
18678,28.0,male,99545.0,4,RENT,16750.0,VENTURE,20.0,0.17,678,No,1
18679,30.0,male,116564.0,7,RENT,16750.0,VENTURE,10.62,0.14,584,Yes,0
18680,29.0,female,30847.0,8,OWN,2500.0,HOMEIMPROVEMENT,9.62,0.08,716,No,0
18681,27.0,female,30935.0,6,MORTGAGE,4750.0,PERSONAL,14.83,0.15,566,No,0
18682,27.0,male,31114.0,5,OWN,4000.0,PERSONAL,11.01,0.13,674,Yes,0
18683,35.0,female,70596.0,10,RENT,16500.0,DEBTCONSOLIDATION,11.01,0.23,654,No,0
18684,28.0,male,31047.0,7,MORTGAGE,6000.0,HOMEIMPROVEMENT,14.72,0.19,715,No,0
18685,32.0,female,31109.0,10,OWN,5000.0,VENTURE,16.32,0.16,642,Yes,0
18686,27.0,male,82717.0,2,RENT,16500.0,DEBTCONSOLIDATION,7.88,0.2,600,Yes,0
18687,33.0,male,86165.0,11,RENT,16500.0,EDUCATION,14.72,0.19,648,No,0
18688,31.0,male,47878.0,10,RENT,16450.0,HOMEIMPROVEMENT,16.02,0.34,650,No,1
18689,27.0,male,54588.0,2,RENT,16425.0,MEDICAL,14.27,0.3,698,No,1
18690,34.0,female,53783.0,10,RENT,16400.0,DEBTCONSOLIDATION,11.03,0.3,626,No,1
18691,30.0,male,51525.0,7,RENT,16200.0,MEDICAL,10.25,0.31,600,No,1
18692,28.0,female,60767.0,5,RENT,16200.0,MEDICAL,13.99,0.27,644,No,1
18693,30.0,male,65715.0,3,RENT,16200.0,DEBTCONSOLIDATION,15.57,0.25,528,No,1
18694,30.0,male,30926.0,11,MORTGAGE,6400.0,PERSONAL,7.51,0.21,628,Yes,0
18695,28.0,female,84918.0,4,RENT,16100.0,HOMEIMPROVEMENT,11.83,0.19,625,Yes,0
18696,33.0,male,30849.0,12,MORTGAGE,1600.0,EDUCATION,11.36,0.05,653,Yes,0
18697,32.0,female,30728.0,10,OTHER,11200.0,DEBTCONSOLIDATION,7.88,0.36,646,No,1
18698,27.0,female,36952.0,7,RENT,16000.0,MEDICAL,7.9,0.43,598,No,1
18699,27.0,female,37311.0,9,RENT,16000.0,MEDICAL,10.0,0.43,644,No,1
18700,27.0,female,44271.0,7,RENT,16000.0,EDUCATION,15.7,0.36,622,No,1
18701,27.0,male,36773.0,5,RENT,16000.0,DEBTCONSOLIDATION,10.99,0.44,663,No,1
18702,27.0,male,48924.0,2,RENT,16000.0,MEDICAL,9.91,0.33,688,No,1
18703,29.0,male,48978.0,3,RENT,16000.0,DEBTCONSOLIDATION,11.71,0.33,649,No,1
18704,30.0,male,49005.0,7,RENT,16000.0,DEBTCONSOLIDATION,11.48,0.33,605,No,1
18705,31.0,male,31345.0,10,OWN,2400.0,DEBTCONSOLIDATION,14.42,0.08,534,Yes,0
18706,33.0,female,30873.0,14,MORTGAGE,3000.0,DEBTCONSOLIDATION,12.53,0.1,605,Yes,0
18707,34.0,female,45230.0,12,RENT,16000.0,MEDICAL,12.99,0.35,640,No,1
18708,29.0,female,53849.0,5,RENT,16000.0,DEBTCONSOLIDATION,11.01,0.3,584,No,1
18709,35.0,female,55197.0,11,RENT,16000.0,VENTURE,10.0,0.29,655,No,1
18710,30.0,female,31131.0,9,MORTGAGE,2000.0,HOMEIMPROVEMENT,12.42,0.06,556,Yes,0
18711,27.0,male,47864.0,6,RENT,16000.0,DEBTCONSOLIDATION,12.73,0.33,677,No,1
18712,29.0,female,57412.0,8,RENT,16000.0,MEDICAL,11.71,0.28,588,No,1
18713,28.0,male,59044.0,6,RENT,16000.0,DEBTCONSOLIDATION,13.85,0.27,620,No,1
18714,27.0,male,58337.0,8,RENT,16000.0,VENTURE,14.22,0.27,592,No,1
18715,35.0,female,61149.0,17,RENT,16000.0,MEDICAL,9.91,0.26,646,No,1
18716,27.0,male,31528.0,2,MORTGAGE,4500.0,VENTURE,5.42,0.14,573,Yes,0
18717,35.0,female,53911.0,14,RENT,16000.0,PERSONAL,13.99,0.3,709,No,1
18718,30.0,female,61048.0,12,RENT,16000.0,HOMEIMPROVEMENT,16.77,0.26,698,No,1
18719,27.0,male,60881.0,6,RENT,16000.0,MEDICAL,11.01,0.26,660,No,1
18720,32.0,male,30955.0,10,OWN,4000.0,MEDICAL,6.54,0.13,576,Yes,0
18721,28.0,male,54268.0,7,RENT,16000.0,PERSONAL,13.48,0.29,586,No,1
18722,34.0,female,53670.0,10,RENT,16000.0,EDUCATION,13.24,0.3,662,No,1
18723,30.0,female,62803.0,11,RENT,16000.0,DEBTCONSOLIDATION,13.49,0.25,698,No,1
18724,32.0,male,63354.0,9,RENT,16000.0,VENTURE,14.18,0.25,612,No,1
18725,27.0,female,59280.0,4,RENT,16000.0,MEDICAL,14.74,0.27,676,No,1
18726,27.0,male,66962.0,5,RENT,16000.0,VENTURE,11.12,0.24,651,Yes,0
18727,28.0,male,67281.0,9,RENT,16000.0,PERSONAL,13.98,0.24,664,No,0
18728,28.0,male,62082.0,3,RENT,16000.0,EDUCATION,16.32,0.26,536,No,1
18729,30.0,female,65636.0,5,RENT,16000.0,EDUCATION,17.99,0.24,646,No,1
18730,35.0,male,31399.0,12,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.01,0.16,658,No,1
18731,27.0,female,75519.0,4,RENT,16000.0,DEBTCONSOLIDATION,7.88,0.21,565,Yes,0
18732,27.0,male,31469.0,4,MORTGAGE,1200.0,EDUCATION,11.01,0.04,649,Yes,0
18733,33.0,male,76288.0,12,RENT,16000.0,PERSONAL,13.11,0.21,654,Yes,0
18734,28.0,male,77339.0,5,RENT,16000.0,MEDICAL,13.47,0.21,661,Yes,0
18735,29.0,male,78849.0,8,RENT,16000.0,PERSONAL,17.27,0.2,547,Yes,0
18736,30.0,female,78940.0,5,RENT,16000.0,MEDICAL,13.06,0.2,567,Yes,0
18737,27.0,female,32021.0,8,OWN,5000.0,DEBTCONSOLIDATION,14.11,0.16,638,Yes,0
18738,30.0,female,32053.0,6,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.99,0.19,640,Yes,0
18739,32.0,male,32102.0,6,MORTGAGE,2400.0,VENTURE,14.96,0.07,566,No,0
18740,28.0,male,72988.0,9,RENT,16000.0,MEDICAL,16.07,0.22,576,No,1
18741,28.0,female,80906.0,5,RENT,16000.0,VENTURE,12.18,0.2,642,Yes,0
18742,35.0,female,82102.0,12,RENT,16000.0,PERSONAL,11.58,0.19,661,No,0
18743,30.0,male,82378.0,7,RENT,16000.0,EDUCATION,14.09,0.19,604,Yes,0
18744,31.0,female,83974.0,6,RENT,16000.0,HOMEIMPROVEMENT,5.99,0.19,587,Yes,0
18745,31.0,female,32015.0,9,MORTGAGE,2400.0,HOMEIMPROVEMENT,14.27,0.07,714,No,0
18746,30.0,male,77746.0,9,RENT,16000.0,DEBTCONSOLIDATION,15.7,0.21,548,No,1
18747,29.0,male,84969.0,5,RENT,16000.0,PERSONAL,14.42,0.19,714,No,0
18748,30.0,female,90935.0,12,RENT,16000.0,EDUCATION,8.9,0.18,637,Yes,0
18749,28.0,male,26449.0,4,RENT,1000.0,PERSONAL,7.49,0.04,632,No,0
18750,27.0,female,27797.0,3,RENT,1000.0,PERSONAL,14.84,0.04,628,Yes,0
18751,30.0,female,28479.0,7,RENT,1000.0,PERSONAL,11.49,0.04,673,No,0
18752,30.0,male,29516.0,10,RENT,1000.0,MEDICAL,15.96,0.03,657,Yes,0
18753,33.0,male,29933.0,10,RENT,1000.0,MEDICAL,14.91,0.03,615,No,1
18754,29.0,female,29442.0,9,RENT,1000.0,MEDICAL,9.99,0.03,614,Yes,0
18755,28.0,male,32298.0,6,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.36,0.37,535,No,1
18756,32.0,male,32080.0,7,OWN,13750.0,VENTURE,13.11,0.43,662,Yes,0
18757,30.0,male,32559.0,4,OWN,1200.0,PERSONAL,10.99,0.04,685,Yes,0
18758,29.0,female,31351.0,6,RENT,1000.0,MEDICAL,10.25,0.03,496,Yes,0
18759,27.0,female,32158.0,4,MORTGAGE,5000.0,MEDICAL,8.94,0.16,692,Yes,0
18760,33.0,male,32686.0,12,RENT,1000.0,MEDICAL,10.99,0.03,587,No,0
18761,35.0,male,32052.0,16,OWN,6000.0,PERSONAL,9.63,0.19,697,No,0
18762,35.0,male,36107.0,13,RENT,1000.0,EDUCATION,7.49,0.03,614,Yes,0
18763,27.0,male,36922.0,2,RENT,1000.0,EDUCATION,5.79,0.03,617,Yes,0
18764,33.0,male,32385.0,12,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.76,0.46,684,No,1
18765,31.0,male,36970.0,13,RENT,1000.0,MEDICAL,9.25,0.03,569,Yes,0
18766,30.0,male,40578.0,8,RENT,1000.0,MEDICAL,14.79,0.02,658,Yes,0
18767,29.0,male,32257.0,5,MORTGAGE,4000.0,DEBTCONSOLIDATION,14.74,0.12,665,No,1
18768,31.0,female,32190.0,8,MORTGAGE,6500.0,HOMEIMPROVEMENT,9.99,0.2,613,Yes,0
18769,30.0,male,42824.0,3,RENT,1000.0,PERSONAL,10.36,0.02,692,Yes,0
18770,30.0,female,36964.0,7,RENT,1000.0,MEDICAL,11.01,0.03,630,No,1
18771,29.0,female,46484.0,6,RENT,1000.0,EDUCATION,7.88,0.02,526,Yes,0
18772,28.0,male,48916.0,3,RENT,1000.0,PERSONAL,9.88,0.02,488,Yes,0
18773,35.0,female,51544.0,15,RENT,1000.0,MEDICAL,11.12,0.02,635,Yes,0
18774,29.0,male,32582.0,5,MORTGAGE,4800.0,MEDICAL,7.66,0.15,620,Yes,0
18775,31.0,male,52740.0,11,RENT,1000.0,MEDICAL,10.74,0.02,631,No,0
18776,27.0,female,32618.0,7,MORTGAGE,6000.0,MEDICAL,6.91,0.18,523,No,1
18777,28.0,female,32640.0,7,MORTGAGE,3000.0,MEDICAL,6.17,0.09,528,Yes,0
18778,33.0,male,59008.0,9,RENT,1000.0,MEDICAL,9.99,0.02,681,No,0
18779,28.0,male,53570.0,6,RENT,1000.0,VENTURE,14.17,0.02,641,No,1
18780,27.0,male,62639.0,5,RENT,1000.0,DEBTCONSOLIDATION,10.37,0.02,631,Yes,0
18781,30.0,female,32712.0,10,MORTGAGE,5000.0,MEDICAL,7.14,0.15,667,Yes,0
18782,31.0,male,65671.0,11,RENT,1000.0,MEDICAL,11.01,0.02,595,Yes,0
18783,34.0,female,32642.0,11,MORTGAGE,3600.0,MEDICAL,9.88,0.11,699,No,0
18784,29.0,female,78450.0,3,RENT,1000.0,PERSONAL,14.27,0.01,599,No,0
18785,33.0,female,78724.0,12,RENT,1000.0,VENTURE,11.01,0.01,709,No,0
18786,28.0,female,88562.0,7,RENT,1000.0,HOMEIMPROVEMENT,11.01,0.01,697,No,0
18787,29.0,female,89920.0,3,RENT,1000.0,DEBTCONSOLIDATION,9.91,0.01,584,No,0
18788,27.0,male,90732.0,7,RENT,1000.0,VENTURE,13.49,0.01,622,Yes,0
18789,34.0,male,32818.0,13,OWN,4400.0,MEDICAL,10.59,0.13,676,No,0
18790,30.0,male,83868.0,7,RENT,1000.0,HOMEIMPROVEMENT,8.59,0.01,545,No,1
18791,35.0,male,92355.0,10,RENT,1000.0,VENTURE,13.49,0.01,571,Yes,0
18792,30.0,male,120955.0,7,RENT,1000.0,MEDICAL,11.71,0.01,639,No,0
18793,33.0,female,32546.0,9,MORTGAGE,5000.0,EDUCATION,10.59,0.15,676,Yes,0
18794,27.0,female,13004.0,7,RENT,1200.0,VENTURE,14.11,0.09,709,No,1
18795,30.0,male,18709.0,6,RENT,1200.0,DEBTCONSOLIDATION,8.0,0.06,660,No,0
18796,28.0,male,19410.0,5,RENT,1200.0,EDUCATION,12.53,0.06,578,Yes,0
18797,35.0,female,24071.0,14,RENT,1200.0,PERSONAL,7.29,0.05,522,No,1
18798,29.0,female,24979.0,6,RENT,1200.0,DEBTCONSOLIDATION,11.71,0.05,618,No,1
18799,29.0,male,24894.0,7,RENT,1200.0,DEBTCONSOLIDATION,11.54,0.05,602,Yes,0
18800,32.0,female,28377.0,9,RENT,1200.0,MEDICAL,13.22,0.04,625,No,0
18801,28.0,female,33304.0,7,OWN,5600.0,EDUCATION,5.42,0.17,666,Yes,0
18802,27.0,male,29947.0,3,RENT,1200.0,MEDICAL,18.99,0.04,501,Yes,0
18803,27.0,male,33243.0,5,MORTGAGE,4300.0,VENTURE,5.99,0.13,649,No,0
18804,27.0,female,33501.0,6,OWN,11500.0,EDUCATION,20.0,0.34,685,No,1
18805,33.0,female,37381.0,12,RENT,1200.0,MEDICAL,6.76,0.03,675,Yes,0
18806,30.0,male,33201.0,8,OWN,4200.0,HOMEIMPROVEMENT,7.88,0.13,673,Yes,0
18807,34.0,female,48928.0,10,RENT,1200.0,DEBTCONSOLIDATION,7.88,0.02,652,No,0
18808,31.0,female,51451.0,7,RENT,1200.0,EDUCATION,16.29,0.02,629,No,0
18809,28.0,male,33591.0,7,OWN,2400.0,PERSONAL,10.99,0.07,689,No,0
18810,35.0,male,52701.0,15,RENT,1200.0,MEDICAL,13.8,0.02,653,No,0
18811,27.0,male,53526.0,3,RENT,1200.0,MEDICAL,15.23,0.02,615,Yes,0
18812,27.0,female,33341.0,8,MORTGAGE,3000.0,MEDICAL,11.14,0.09,641,No,0
18813,28.0,female,64282.0,4,RENT,1200.0,MEDICAL,11.01,0.02,729,Yes,0
18814,28.0,female,58934.0,4,RENT,1200.0,DEBTCONSOLIDATION,17.56,0.02,566,No,1
18815,29.0,male,67174.0,6,RENT,1200.0,PERSONAL,9.99,0.02,672,Yes,0
18816,33.0,male,64846.0,9,RENT,1200.0,MEDICAL,16.29,0.02,545,No,1
18817,31.0,male,91181.0,10,RENT,1200.0,PERSONAL,6.54,0.01,566,Yes,0
18818,31.0,male,18011.0,10,RENT,1250.0,EDUCATION,11.01,0.07,670,No,1
18819,31.0,male,32048.0,9,RENT,1250.0,VENTURE,11.49,0.04,656,Yes,0
18820,32.0,male,235159.0,9,RENT,1250.0,DEBTCONSOLIDATION,13.23,0.01,659,No,0
18821,31.0,female,33101.0,7,MORTGAGE,6500.0,EDUCATION,11.11,0.2,700,Yes,0
18822,33.0,female,42357.0,13,RENT,1300.0,PERSONAL,9.91,0.03,690,Yes,0
18823,27.0,male,57370.0,3,RENT,1300.0,MEDICAL,10.46,0.02,616,Yes,0
18824,27.0,male,62153.0,7,RENT,1300.0,VENTURE,7.68,0.02,687,No,0
18825,34.0,male,78779.0,12,RENT,1300.0,HOMEIMPROVEMENT,6.54,0.02,588,Yes,0
18826,35.0,male,33667.0,14,MORTGAGE,1800.0,PERSONAL,7.74,0.05,696,Yes,0
18827,29.0,male,18196.0,7,RENT,1400.0,VENTURE,11.49,0.08,672,No,0
18828,27.0,female,23272.0,7,RENT,1400.0,MEDICAL,9.99,0.06,662,Yes,0
18829,31.0,male,27624.0,6,RENT,1400.0,VENTURE,20.0,0.05,666,Yes,0
18830,35.0,female,31014.0,14,RENT,1400.0,EDUCATION,8.49,0.05,621,Yes,0
18831,32.0,male,34061.0,10,MORTGAGE,2000.0,HOMEIMPROVEMENT,12.99,0.06,640,No,1
18832,31.0,male,31313.0,9,RENT,1400.0,PERSONAL,6.99,0.04,634,Yes,0
18833,29.0,male,35357.0,5,RENT,1400.0,VENTURE,7.9,0.04,500,Yes,0
18834,28.0,female,34209.0,4,MORTGAGE,15000.0,VENTURE,6.54,0.44,644,No,0
18835,31.0,male,66139.0,12,RENT,1400.0,DEBTCONSOLIDATION,11.01,0.02,680,No,0
18836,31.0,female,33846.0,6,OWN,3000.0,EDUCATION,11.49,0.09,678,Yes,0
18837,27.0,female,70652.0,7,RENT,1400.0,MEDICAL,15.27,0.02,588,Yes,0
18838,31.0,female,95296.0,10,RENT,1400.0,DEBTCONSOLIDATION,11.01,0.01,676,No,0
18839,30.0,male,34153.0,6,MORTGAGE,2250.0,EDUCATION,15.62,0.07,519,No,1
18840,29.0,female,21245.0,4,RENT,1450.0,EDUCATION,11.01,0.07,616,Yes,0
18841,27.0,female,29874.0,4,RENT,1450.0,MEDICAL,11.01,0.05,690,Yes,0
18842,27.0,male,34239.0,5,MORTGAGE,3500.0,EDUCATION,6.99,0.1,633,No,0
18843,31.0,male,43988.0,8,RENT,1450.0,VENTURE,11.01,0.03,541,Yes,0
18844,27.0,male,32936.0,4,RENT,1500.0,EDUCATION,10.36,0.05,636,Yes,0
18845,35.0,male,34057.0,14,MORTGAGE,3000.0,EDUCATION,11.86,0.09,645,Yes,0
18846,30.0,male,34732.0,8,RENT,1500.0,MEDICAL,11.01,0.04,581,Yes,0
18847,31.0,female,34769.0,10,RENT,1500.0,PERSONAL,11.11,0.04,639,No,0
18848,28.0,male,35715.0,7,RENT,1500.0,VENTURE,15.7,0.04,721,No,1
18849,35.0,male,36919.0,15,RENT,1500.0,MEDICAL,7.29,0.04,695,No,1
18850,28.0,male,37462.0,4,RENT,1500.0,HOMEIMPROVEMENT,9.63,0.04,673,No,1
18851,27.0,male,37124.0,7,RENT,1500.0,EDUCATION,11.01,0.04,581,Yes,0
18852,27.0,female,34245.0,4,MORTGAGE,2400.0,MEDICAL,5.42,0.07,621,No,0
18853,29.0,male,37310.0,10,RENT,1500.0,DEBTCONSOLIDATION,11.49,0.04,683,No,1
18854,29.0,male,34551.0,9,OWN,11000.0,EDUCATION,8.49,0.32,607,No,0
18855,34.0,female,34543.0,13,OWN,4200.0,PERSONAL,12.84,0.12,649,Yes,0
18856,35.0,female,39435.0,9,RENT,1500.0,MEDICAL,8.49,0.04,631,Yes,0
18857,29.0,male,34795.0,6,OWN,1800.0,HOMEIMPROVEMENT,5.42,0.05,664,No,0
18858,35.0,female,41802.0,15,RENT,1500.0,DEBTCONSOLIDATION,10.99,0.04,610,Yes,0
18859,29.0,female,36849.0,8,RENT,1500.0,PERSONAL,12.86,0.04,697,No,1
18860,35.0,female,34276.0,17,OWN,7600.0,VENTURE,6.62,0.22,635,Yes,0
18861,35.0,male,46753.0,14,RENT,1500.0,MEDICAL,7.4,0.03,629,No,0
18862,34.0,female,34453.0,14,OWN,3000.0,VENTURE,9.99,0.09,653,Yes,0
18863,29.0,male,46870.0,5,RENT,1500.0,MEDICAL,14.35,0.03,676,Yes,0
18864,32.0,female,34438.0,9,MORTGAGE,7500.0,HOMEIMPROVEMENT,10.99,0.22,720,Yes,0
18865,28.0,male,48331.0,5,RENT,1500.0,EDUCATION,12.69,0.03,662,No,0
18866,30.0,female,34735.0,6,OWN,6300.0,PERSONAL,11.99,0.18,681,No,0
18867,30.0,female,41601.0,11,RENT,1500.0,DEBTCONSOLIDATION,14.61,0.04,603,No,1
18868,33.0,male,35092.0,9,OWN,4800.0,VENTURE,7.49,0.14,721,Yes,0
18869,28.0,male,50215.0,5,RENT,1500.0,DEBTCONSOLIDATION,14.79,0.03,675,No,0
18870,32.0,female,53392.0,11,RENT,1500.0,EDUCATION,11.01,0.03,613,Yes,0
18871,29.0,male,46433.0,8,RENT,1500.0,PERSONAL,12.53,0.03,560,No,1
18872,28.0,male,54684.0,5,RENT,1500.0,PERSONAL,11.12,0.03,625,Yes,0
18873,34.0,male,55241.0,13,RENT,1500.0,MEDICAL,5.99,0.03,633,Yes,0
18874,32.0,male,34693.0,10,MORTGAGE,6000.0,MEDICAL,15.21,0.17,612,No,1
18875,30.0,male,47911.0,11,RENT,1500.0,DEBTCONSOLIDATION,7.51,0.03,686,No,1
18876,35.0,male,58395.0,10,RENT,1500.0,MEDICAL,9.91,0.03,568,Yes,0
18877,33.0,male,58580.0,12,RENT,1500.0,MEDICAL,11.71,0.03,699,No,0
18878,33.0,female,58672.0,11,RENT,1500.0,VENTURE,11.89,0.03,637,No,0
18879,34.0,male,60993.0,9,RENT,1500.0,VENTURE,13.92,0.02,550,Yes,0
18880,28.0,female,34782.0,3,OWN,3250.0,MEDICAL,12.53,0.09,602,Yes,0
18881,27.0,male,66374.0,3,RENT,1500.0,EDUCATION,13.23,0.02,640,Yes,0
18882,28.0,male,67111.0,5,RENT,1500.0,EDUCATION,7.37,0.02,623,No,0
18883,28.0,male,73200.0,5,RENT,1500.0,HOMEIMPROVEMENT,16.77,0.02,709,Yes,0
18884,29.0,male,72783.0,7,RENT,1500.0,EDUCATION,12.87,0.02,621,Yes,0
18885,32.0,male,66046.0,9,RENT,1500.0,DEBTCONSOLIDATION,14.42,0.02,673,No,1
18886,32.0,female,75337.0,10,RENT,1500.0,HOMEIMPROVEMENT,13.23,0.02,713,No,0
18887,29.0,male,97194.0,4,RENT,1500.0,PERSONAL,12.42,0.02,679,Yes,0
18888,32.0,female,97389.0,9,RENT,1500.0,HOMEIMPROVEMENT,10.74,0.02,638,No,0
18889,27.0,female,35359.0,2,MORTGAGE,1600.0,VENTURE,13.49,0.05,661,No,1
18890,33.0,female,22808.0,10,RENT,1600.0,HOMEIMPROVEMENT,9.88,0.07,589,No,1
18891,27.0,female,35219.0,6,MORTGAGE,2600.0,VENTURE,7.74,0.07,615,Yes,0
18892,30.0,male,35275.0,5,MORTGAGE,4000.0,EDUCATION,7.74,0.11,490,Yes,0
18893,27.0,female,35186.0,7,MORTGAGE,2400.0,PERSONAL,6.39,0.07,695,Yes,0
18894,29.0,male,22461.0,6,RENT,1700.0,MEDICAL,11.12,0.08,682,No,0
18895,29.0,female,40844.0,4,RENT,1700.0,PERSONAL,15.23,0.04,556,Yes,0
18896,32.0,male,35352.0,12,OWN,4650.0,EDUCATION,13.22,0.13,647,Yes,0
18897,28.0,female,49082.0,6,RENT,1700.0,MEDICAL,11.01,0.03,676,No,0
18898,28.0,male,64410.0,8,RENT,1700.0,DEBTCONSOLIDATION,8.49,0.03,703,No,0
18899,31.0,male,16433.0,9,RENT,1750.0,MEDICAL,6.76,0.11,642,No,0
18900,30.0,female,15343.0,7,RENT,1800.0,MEDICAL,14.35,0.12,648,Yes,0
18901,30.0,female,35624.0,6,MORTGAGE,6250.0,PERSONAL,11.01,0.18,696,Yes,0
18902,28.0,female,18705.0,5,RENT,1800.0,MEDICAL,11.49,0.1,623,Yes,0
18903,33.0,female,19014.0,8,RENT,1800.0,VENTURE,17.54,0.09,622,Yes,0
18904,28.0,female,35647.0,2,MORTGAGE,2000.0,HOMEIMPROVEMENT,10.59,0.06,570,Yes,0
18905,32.0,female,26667.0,10,RENT,1800.0,VENTURE,12.99,0.07,649,Yes,0
18906,31.0,female,29281.0,9,RENT,1800.0,MEDICAL,13.06,0.06,564,Yes,0
18907,31.0,female,29409.0,11,RENT,1800.0,MEDICAL,8.59,0.06,640,Yes,0
18908,27.0,male,31506.0,5,RENT,1800.0,VENTURE,6.76,0.06,585,Yes,0
