person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
34.0,female,46763.0,9,RENT,10500.0,MEDICAL,13.49,0.22,650,Yes,0
33.0,female,47055.0,10,RENT,10500.0,MEDICAL,11.99,0.22,505,No,0
28.0,female,48843.0,4,RENT,10500.0,EDUCATION,14.27,0.21,631,No,0
31.0,male,60935.0,8,RENT,10500.0,PERSONAL,6.17,0.17,687,Yes,0
30.0,female,53834.0,6,RENT,10500.0,PERSONAL,15.58,0.2,624,No,1
33.0,female,65652.0,8,RENT,10500.0,DEBTCONSOLIDATION,11.14,0.16,675,No,0
31.0,female,45256.0,9,MORTGAGE,22000.0,DEBTCONSOLIDATION,12.73,0.49,708,Yes,0
28.0,female,72797.0,4,RENT,10500.0,HOMEIMPROVEMENT,15.27,0.14,638,Yes,0
34.0,male,75726.0,14,RENT,10500.0,EDUCATION,11.26,0.14,713,Yes,0
31.0,male,80385.0,8,RENT,10500.0,HOMEIMPROVEMENT,12.69,0.13,597,Yes,0
28.0,female,90827.0,7,RENT,10500.0,MEDICAL,9.63,0.12,667,Yes,0
27.0,male,91627.0,3,RENT,10500.0,HOMEIMPROVEMENT,12.69,0.11,567,Yes,0
31.0,male,422825.0,6,RENT,10500.0,VENTURE,15.7,0.02,587,Yes,0
34.0,male,67824.0,12,RENT,10450.0,PERSONAL,7.51,0.15,562,No,0
29.0,male,25915.0,4,RENT,10400.0,PERSONAL,8.49,0.4,630,No,1
27.0,female,37607.0,0,RENT,10400.0,VENTURE,6.91,0.28,548,No,1
29.0,male,38441.0,7,RENT,10400.0,MEDICAL,10.71,0.27,701,No,1
32.0,male,39351.0,6,RENT,10400.0,DEBTCONSOLIDATION,15.27,0.26,614,No,1
28.0,female,47969.0,2,RENT,10400.0,EDUCATION,10.37,0.22,664,No,0
30.0,female,38260.0,5,MORTGAGE,12000.0,VENTURE,14.42,0.31,594,No,1
27.0,male,55151.0,7,RENT,10400.0,DEBTCONSOLIDATION,14.65,0.19,664,Yes,0
30.0,male,45564.0,9,MORTGAGE,9000.0,PERSONAL,6.54,0.2,692,No,0
27.0,male,62913.0,6,RENT,10400.0,PERSONAL,18.25,0.17,629,No,1
27.0,male,75325.0,4,RENT,10400.0,EDUCATION,13.49,0.14,684,Yes,0
29.0,female,38314.0,7,MORTGAGE,3000.0,DEBTCONSOLIDATION,16.82,0.08,571,No,1
28.0,female,79288.0,2,RENT,10400.0,PERSONAL,5.42,0.13,650,Yes,0
27.0,male,97481.0,4,RENT,10400.0,EDUCATION,11.86,0.11,633,Yes,0
27.0,male,42998.0,4,RENT,10375.0,MEDICAL,14.27,0.24,649,Yes,0
29.0,male,40046.0,3,RENT,10275.0,VENTURE,6.62,0.26,610,No,1
30.0,male,45535.0,6,MORTGAGE,6600.0,MEDICAL,13.49,0.14,586,Yes,0
33.0,female,45535.0,15,MORTGAGE,3000.0,EDUCATION,6.92,0.07,597,Yes,0
29.0,female,91069.0,4,RENT,10250.0,VENTURE,12.23,0.11,623,Yes,0
28.0,male,60897.0,8,RENT,10225.0,EDUCATION,11.01,0.17,649,Yes,0
29.0,male,36809.0,6,RENT,10200.0,VENTURE,17.99,0.28,608,No,1
28.0,female,55040.0,6,RENT,3600.0,MEDICAL,16.29,0.07,683,No,0
27.0,female,55051.0,4,RENT,3600.0,VENTURE,12.42,0.07,455,Yes,0
28.0,male,45631.0,7,MORTGAGE,5500.0,PERSONAL,5.42,0.12,579,Yes,0
33.0,female,58650.0,3,RENT,3600.0,DEBTCONSOLIDATION,11.99,0.06,681,No,0
32.0,female,58675.0,11,RENT,3600.0,DEBTCONSOLIDATION,6.92,0.06,705,Yes,0
35.0,female,46407.0,10,MORTGAGE,10750.0,VENTURE,15.95,0.23,664,No,0
29.0,female,61096.0,6,RENT,3600.0,MEDICAL,15.27,0.06,607,Yes,0
34.0,female,60825.0,14,RENT,3600.0,PERSONAL,11.99,0.06,684,No,0
33.0,male,61183.0,9,RENT,3600.0,EDUCATION,13.8,0.06,653,Yes,0
29.0,male,63322.0,8,RENT,3600.0,PERSONAL,11.71,0.06,582,No,0
33.0,male,64627.0,5,RENT,3600.0,DEBTCONSOLIDATION,9.25,0.06,602,Yes,0
29.0,female,66915.0,7,RENT,3600.0,DEBTCONSOLIDATION,9.63,0.05,695,No,0
33.0,male,66968.0,13,RENT,3600.0,PERSONAL,6.99,0.05,695,Yes,0
34.0,female,45940.0,9,MORTGAGE,12000.0,MEDICAL,11.01,0.26,667,Yes,0
31.0,male,67077.0,6,RENT,3600.0,EDUCATION,7.51,0.05,643,No,0
28.0,male,60116.0,4,RENT,3600.0,VENTURE,13.98,0.06,553,No,1
28.0,female,73106.0,9,RENT,3600.0,EDUCATION,9.63,0.05,683,No,0
30.0,male,72990.0,6,RENT,3600.0,DEBTCONSOLIDATION,8.59,0.05,630,No,0
28.0,male,73281.0,8,RENT,3600.0,DEBTCONSOLIDATION,12.21,0.05,649,Yes,0
33.0,male,45891.0,12,MORTGAGE,6500.0,EDUCATION,15.33,0.14,643,Yes,0
30.0,male,83749.0,10,RENT,3600.0,MEDICAL,13.99,0.04,633,Yes,0
27.0,female,77525.0,5,RENT,3600.0,PERSONAL,7.49,0.05,612,No,1
27.0,male,84797.0,1,RENT,3600.0,MEDICAL,14.79,0.04,685,Yes,0
28.0,female,46330.0,7,OWN,20000.0,MEDICAL,11.48,0.43,568,Yes,0
33.0,female,89821.0,7,RENT,3600.0,DEBTCONSOLIDATION,15.27,0.04,692,No,0
28.0,male,46241.0,4,MORTGAGE,4000.0,EDUCATION,11.71,0.09,694,No,0
28.0,female,99616.0,3,RENT,3600.0,VENTURE,9.63,0.04,555,Yes,0
35.0,male,39108.0,13,MORTGAGE,8000.0,DEBTCONSOLIDATION,13.92,0.2,680,No,1
35.0,male,102741.0,11,RENT,3600.0,DEBTCONSOLIDATION,7.51,0.04,689,No,0
31.0,male,75707.0,3,RENT,3600.0,MEDICAL,15.95,0.05,716,No,1
30.0,male,108761.0,6,RENT,3600.0,EDUCATION,14.91,0.03,618,Yes,0
34.0,male,39046.0,12,MORTGAGE,1700.0,PERSONAL,11.01,0.04,584,No,1
29.0,male,99686.0,8,RENT,3600.0,PERSONAL,10.99,0.04,540,No,1
27.0,male,128482.0,2,RENT,3600.0,EDUCATION,14.27,0.03,566,Yes,0
30.0,female,132814.0,8,RENT,3600.0,DEBTCONSOLIDATION,10.71,0.03,691,Yes,0
33.0,female,123500.0,10,RENT,3600.0,MEDICAL,11.01,0.03,628,No,1
31.0,male,193032.0,11,RENT,3600.0,VENTURE,15.23,0.02,642,No,0
33.0,male,25030.0,9,RENT,3625.0,EDUCATION,6.99,0.14,611,Yes,0
27.0,female,65641.0,3,RENT,3625.0,EDUCATION,7.9,0.06,641,Yes,0
32.0,male,79210.0,12,RENT,3625.0,PERSONAL,6.03,0.05,584,Yes,0
31.0,female,133176.0,8,RENT,3650.0,PERSONAL,9.63,0.03,659,No,0
35.0,female,24066.0,10,RENT,3675.0,VENTURE,8.49,0.15,680,No,1
32.0,female,31116.0,14,RENT,3700.0,DEBTCONSOLIDATION,9.91,0.12,714,No,0
28.0,male,31362.0,4,RENT,3700.0,EDUCATION,9.62,0.12,681,No,0
31.0,male,35793.0,6,RENT,3700.0,PERSONAL,9.91,0.1,667,No,1
28.0,female,48958.0,10,RENT,3700.0,PERSONAL,15.96,0.08,635,Yes,0
31.0,male,46511.0,9,OWN,14000.0,VENTURE,9.91,0.3,672,No,0
30.0,female,46018.0,5,MORTGAGE,6000.0,PERSONAL,6.62,0.13,691,Yes,0
35.0,female,75920.0,13,RENT,3700.0,EDUCATION,11.01,0.05,707,No,0
34.0,male,46629.0,11,MORTGAGE,12775.0,DEBTCONSOLIDATION,9.91,0.27,576,Yes,0
27.0,female,85280.0,4,RENT,3700.0,HOMEIMPROVEMENT,11.01,0.04,477,No,1
28.0,female,114008.0,8,RENT,3700.0,EDUCATION,7.9,0.03,612,No,0
34.0,male,31316.0,10,RENT,3750.0,PERSONAL,12.99,0.12,679,Yes,0
30.0,female,46824.0,11,OWN,12600.0,MEDICAL,11.01,0.27,673,Yes,0
32.0,female,60920.0,10,RENT,3775.0,HOMEIMPROVEMENT,6.17,0.06,698,No,0
32.0,female,16631.0,11,RENT,3800.0,PERSONAL,7.29,0.23,497,No,1
35.0,female,46457.0,12,MORTGAGE,5000.0,HOMEIMPROVEMENT,6.62,0.11,560,No,0
32.0,female,46722.0,6,OWN,4000.0,VENTURE,14.65,0.09,667,No,0
28.0,female,46434.0,7,MORTGAGE,10200.0,VENTURE,11.01,0.22,544,No,0
28.0,male,46545.0,4,OWN,6425.0,VENTURE,5.42,0.14,643,Yes,0
32.0,female,82297.0,12,RENT,3800.0,VENTURE,16.89,0.05,699,No,0
35.0,female,46778.0,10,MORTGAGE,9600.0,VENTURE,7.49,0.21,646,Yes,0
27.0,female,46500.0,2,OWN,6500.0,MEDICAL,5.42,0.14,628,Yes,0
31.0,male,46572.0,10,OWN,10400.0,VENTURE,11.49,0.22,708,Yes,0
28.0,male,36910.0,7,RENT,3825.0,EDUCATION,14.27,0.1,634,Yes,0
32.0,female,46535.0,10,MORTGAGE,8000.0,HOMEIMPROVEMENT,13.49,0.17,700,Yes,0
33.0,male,46557.0,9,OWN,10000.0,MEDICAL,10.99,0.21,673,No,0
31.0,female,59650.0,9,RENT,3850.0,MEDICAL,9.62,0.06,586,Yes,0
28.0,male,25130.0,3,RENT,3900.0,VENTURE,12.53,0.16,629,No,0
31.0,male,24861.0,5,RENT,3900.0,MEDICAL,14.79,0.16,572,Yes,0
32.0,male,46753.0,12,MORTGAGE,10000.0,VENTURE,10.37,0.21,688,Yes,0
28.0,female,37128.0,6,RENT,3900.0,VENTURE,11.99,0.11,678,Yes,0
31.0,female,45699.0,11,RENT,3900.0,EDUCATION,11.01,0.09,638,Yes,0
35.0,male,46655.0,15,MORTGAGE,2400.0,MEDICAL,10.37,0.05,565,Yes,0
28.0,male,67038.0,5,RENT,3900.0,MEDICAL,11.99,0.06,726,Yes,0
29.0,female,33534.0,3,RENT,3975.0,HOMEIMPROVEMENT,12.17,0.12,636,No,1
27.0,male,15695.0,4,RENT,4000.0,VENTURE,14.22,0.25,633,No,1
27.0,female,39675.0,3,MORTGAGE,4500.0,HOMEIMPROVEMENT,9.99,0.11,549,No,1
29.0,female,46081.0,2,MORTGAGE,6000.0,EDUCATION,15.21,0.13,655,No,0
31.0,female,46491.0,10,OWN,13750.0,PERSONAL,15.21,0.3,722,No,0
28.0,male,18364.0,5,RENT,4000.0,MEDICAL,13.11,0.22,661,No,1
31.0,female,18884.0,8,RENT,4000.0,VENTURE,11.49,0.21,635,No,1
28.0,female,46613.0,4,MORTGAGE,8400.0,VENTURE,7.51,0.18,597,Yes,0
29.0,female,46578.0,6,MORTGAGE,3600.0,EDUCATION,7.14,0.08,518,Yes,0
30.0,male,18857.0,7,RENT,4000.0,HOMEIMPROVEMENT,13.67,0.21,636,No,1
31.0,male,46580.0,11,MORTGAGE,2000.0,MEDICAL,11.36,0.04,663,Yes,0
30.0,male,21005.0,10,RENT,4000.0,VENTURE,14.22,0.19,607,No,1
31.0,male,21302.0,9,RENT,4000.0,MEDICAL,14.59,0.19,670,No,1
27.0,male,21369.0,3,RENT,4000.0,VENTURE,14.42,0.19,566,No,1
35.0,male,46543.0,12,MORTGAGE,15000.0,MEDICAL,10.99,0.32,688,Yes,0
35.0,female,39251.0,11,MORTGAGE,10750.0,DEBTCONSOLIDATION,14.96,0.27,716,No,1
32.0,male,22500.0,8,RENT,4000.0,EDUCATION,15.2,0.18,555,No,1
28.0,male,22839.0,7,RENT,4000.0,VENTURE,11.12,0.18,634,No,1
31.0,male,22590.0,7,RENT,4000.0,EDUCATION,12.84,0.18,610,No,1
29.0,female,46582.0,8,MORTGAGE,8000.0,EDUCATION,8.59,0.17,675,No,0
33.0,female,46483.0,11,MORTGAGE,2500.0,EDUCATION,13.22,0.05,664,No,0
28.0,male,24002.0,4,RENT,4000.0,DEBTCONSOLIDATION,12.69,0.17,628,No,1
34.0,female,46434.0,9,OWN,10000.0,VENTURE,8.94,0.22,640,Yes,0
29.0,male,24131.0,7,RENT,4000.0,PERSONAL,10.37,0.17,634,No,1
34.0,male,46682.0,13,MORTGAGE,14500.0,PERSONAL,12.84,0.31,524,Yes,0
35.0,female,24761.0,13,RENT,4000.0,PERSONAL,11.12,0.16,708,No,1
30.0,male,24960.0,8,RENT,4000.0,DEBTCONSOLIDATION,16.45,0.16,694,No,1
27.0,male,25096.0,6,RENT,4000.0,MEDICAL,10.65,0.16,566,Yes,0
28.0,female,24991.0,5,RENT,4000.0,DEBTCONSOLIDATION,10.99,0.16,695,Yes,0
27.0,female,39712.0,5,MORTGAGE,7500.0,MEDICAL,11.59,0.19,628,No,1
28.0,female,25010.0,6,RENT,4000.0,PERSONAL,14.59,0.16,627,Yes,0
28.0,male,25004.0,3,RENT,4000.0,HOMEIMPROVEMENT,13.11,0.16,516,No,1
27.0,male,46300.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,9.76,0.11,618,Yes,0
33.0,male,25021.0,13,RENT,4000.0,PERSONAL,13.47,0.16,647,Yes,0
29.0,male,46561.0,4,MORTGAGE,2450.0,HOMEIMPROVEMENT,11.01,0.05,620,Yes,0
27.0,female,26496.0,4,RENT,4000.0,MEDICAL,11.49,0.15,685,Yes,0
29.0,female,25995.0,7,RENT,4000.0,MEDICAL,5.79,0.15,673,Yes,0
30.0,female,26539.0,7,RENT,4000.0,DEBTCONSOLIDATION,12.87,0.15,689,No,0
32.0,male,26711.0,9,RENT,4000.0,DEBTCONSOLIDATION,8.07,0.15,581,Yes,0
29.0,male,27409.0,2,RENT,4000.0,PERSONAL,12.42,0.15,613,No,0
27.0,female,27397.0,2,RENT,4000.0,EDUCATION,6.39,0.15,596,Yes,0
32.0,female,28226.0,12,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.14,698,Yes,0
32.0,female,28593.0,9,RENT,4000.0,DEBTCONSOLIDATION,14.22,0.14,610,Yes,0
27.0,male,28887.0,2,RENT,4000.0,PERSONAL,7.49,0.14,680,Yes,0
31.0,male,29657.0,6,RENT,4000.0,EDUCATION,6.76,0.13,691,Yes,0
27.0,female,46288.0,0,MORTGAGE,6500.0,DEBTCONSOLIDATION,13.79,0.14,568,No,0
31.0,female,29621.0,11,RENT,4000.0,PERSONAL,13.48,0.14,603,No,0
27.0,female,30106.0,4,RENT,4000.0,DEBTCONSOLIDATION,12.87,0.13,626,No,0
32.0,female,47109.0,9,MORTGAGE,8400.0,EDUCATION,8.38,0.18,704,No,0
29.0,male,30869.0,4,RENT,4000.0,VENTURE,5.42,0.13,596,Yes,0
28.0,female,46789.0,9,MORTGAGE,10750.0,MEDICAL,10.75,0.23,605,No,0
30.0,female,46818.0,6,MORTGAGE,9775.0,DEBTCONSOLIDATION,11.01,0.21,679,Yes,0
27.0,female,32378.0,5,RENT,4000.0,MEDICAL,10.25,0.12,666,No,0
27.0,female,39556.0,8,MORTGAGE,1200.0,HOMEIMPROVEMENT,6.76,0.03,637,No,1
29.0,male,32265.0,8,RENT,4000.0,EDUCATION,10.0,0.12,639,No,1
33.0,male,46943.0,13,MORTGAGE,10000.0,VENTURE,9.91,0.21,687,Yes,0
29.0,male,33151.0,3,RENT,4000.0,HOMEIMPROVEMENT,16.0,0.12,671,No,1
29.0,female,47219.0,4,MORTGAGE,14000.0,MEDICAL,14.27,0.3,680,No,0
32.0,female,34253.0,11,RENT,4000.0,HOMEIMPROVEMENT,10.62,0.12,605,No,1
28.0,male,33975.0,5,RENT,4000.0,DEBTCONSOLIDATION,15.23,0.12,663,Yes,0
29.0,male,34559.0,6,RENT,4000.0,MEDICAL,6.92,0.12,523,Yes,0
33.0,male,47025.0,11,OWN,16450.0,VENTURE,10.65,0.35,624,No,0
29.0,male,46774.0,9,OWN,10000.0,VENTURE,11.01,0.21,577,Yes,0
29.0,male,35107.0,1,RENT,4000.0,DEBTCONSOLIDATION,10.59,0.11,676,Yes,0
33.0,male,35555.0,12,RENT,4000.0,MEDICAL,9.88,0.11,640,Yes,0
29.0,male,35407.0,6,RENT,4000.0,VENTURE,13.92,0.11,588,No,1
31.0,male,46941.0,9,OWN,11000.0,EDUCATION,11.01,0.23,664,Yes,0
32.0,male,47000.0,9,OWN,2400.0,MEDICAL,9.99,0.05,598,No,0
27.0,male,35930.0,4,RENT,4000.0,EDUCATION,10.75,0.11,581,Yes,0
35.0,female,47143.0,15,MORTGAGE,5000.0,EDUCATION,11.01,0.11,693,Yes,0
27.0,female,37012.0,7,RENT,4000.0,EDUCATION,12.69,0.11,664,No,1
34.0,female,36969.0,12,RENT,4000.0,PERSONAL,7.51,0.11,640,No,0
30.0,female,36902.0,5,RENT,4000.0,MEDICAL,13.99,0.11,539,Yes,0
34.0,male,37289.0,11,RENT,4000.0,MEDICAL,9.63,0.11,729,No,0
27.0,male,47103.0,4,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.68,0.32,685,Yes,0
35.0,female,47326.0,13,MORTGAGE,9500.0,VENTURE,10.36,0.2,577,Yes,0
34.0,female,46946.0,9,MORTGAGE,6500.0,EDUCATION,9.25,0.14,682,Yes,0
33.0,male,47018.0,10,OWN,8000.0,EDUCATION,15.58,0.17,641,Yes,0
27.0,female,37104.0,5,RENT,4000.0,MEDICAL,10.39,0.11,717,No,0
28.0,female,38364.0,5,RENT,4000.0,MEDICAL,10.65,0.1,701,Yes,0
27.0,female,37822.0,2,RENT,4000.0,MEDICAL,10.74,0.11,622,Yes,0
28.0,female,38370.0,2,RENT,4000.0,MEDICAL,11.49,0.1,709,No,0
30.0,male,46833.0,11,MORTGAGE,16750.0,DEBTCONSOLIDATION,7.88,0.36,679,Yes,0
28.0,female,47211.0,9,MORTGAGE,10000.0,MEDICAL,11.01,0.21,651,No,0
32.0,female,39471.0,7,RENT,4000.0,MEDICAL,11.49,0.1,692,Yes,0
33.0,male,39366.0,14,RENT,4000.0,DEBTCONSOLIDATION,8.32,0.1,628,Yes,0
27.0,male,39404.0,6,RENT,4000.0,MEDICAL,15.99,0.1,529,No,1
27.0,male,40548.0,5,RENT,4000.0,MEDICAL,5.99,0.1,675,Yes,0
27.0,female,40575.0,2,RENT,4000.0,EDUCATION,6.76,0.1,673,No,0
30.0,female,41145.0,6,RENT,4000.0,MEDICAL,13.79,0.1,638,No,0
31.0,female,41500.0,7,RENT,4000.0,MEDICAL,11.49,0.1,526,Yes,0
27.0,male,42099.0,4,RENT,4000.0,MEDICAL,17.19,0.1,665,No,1
32.0,male,42028.0,6,RENT,4000.0,VENTURE,7.74,0.1,685,No,0
30.0,female,42061.0,7,RENT,4000.0,VENTURE,10.95,0.1,647,Yes,0
32.0,male,42311.0,8,RENT,4000.0,VENTURE,13.48,0.09,654,Yes,0
33.0,female,42259.0,14,RENT,4000.0,VENTURE,10.25,0.09,606,Yes,0
29.0,male,47550.0,6,OWN,1600.0,VENTURE,12.84,0.03,613,Yes,0
31.0,female,43109.0,7,RENT,4000.0,VENTURE,10.65,0.09,642,Yes,0
29.0,male,42954.0,7,RENT,4000.0,EDUCATION,15.23,0.09,663,Yes,0
29.0,male,42955.0,5,RENT,4000.0,MEDICAL,5.99,0.09,719,Yes,0
34.0,female,47715.0,10,MORTGAGE,2400.0,DEBTCONSOLIDATION,8.9,0.05,624,Yes,0
35.0,male,43094.0,17,RENT,4000.0,MEDICAL,13.35,0.09,666,Yes,0
33.0,male,42744.0,12,RENT,4000.0,MEDICAL,7.88,0.09,500,Yes,0
28.0,male,35764.0,4,RENT,4000.0,PERSONAL,16.45,0.11,649,No,1
28.0,male,43038.0,6,RENT,4000.0,EDUCATION,12.53,0.09,586,Yes,0
31.0,female,47578.0,9,MORTGAGE,5750.0,MEDICAL,12.68,0.12,603,No,0
33.0,male,48142.0,13,OWN,10000.0,VENTURE,12.42,0.21,680,Yes,0
28.0,male,43439.0,3,RENT,4000.0,EDUCATION,7.49,0.09,675,Yes,0
31.0,male,43559.0,10,RENT,4000.0,MEDICAL,13.61,0.09,659,Yes,0
27.0,female,44201.0,3,RENT,4000.0,MEDICAL,11.01,0.09,679,Yes,0
28.0,female,44427.0,5,RENT,4000.0,DEBTCONSOLIDATION,12.42,0.09,642,Yes,0
28.0,male,40651.0,5,MORTGAGE,4000.0,PERSONAL,7.9,0.1,570,No,1
29.0,female,40740.0,7,MORTGAGE,5600.0,EDUCATION,11.71,0.14,693,No,1
31.0,male,44334.0,5,RENT,4000.0,MEDICAL,13.8,0.09,656,No,0
34.0,male,44210.0,12,RENT,4000.0,MEDICAL,13.61,0.09,613,Yes,0
27.0,female,48084.0,4,MORTGAGE,6400.0,DEBTCONSOLIDATION,10.99,0.13,575,Yes,0
35.0,female,47684.0,12,MORTGAGE,15000.0,HOMEIMPROVEMENT,10.99,0.31,572,Yes,0
32.0,male,45575.0,8,RENT,4000.0,DEBTCONSOLIDATION,10.38,0.09,671,Yes,0
33.0,female,46844.0,11,RENT,4000.0,MEDICAL,10.0,0.09,683,Yes,0
29.0,male,48134.0,8,MORTGAGE,16000.0,PERSONAL,5.99,0.33,590,Yes,0
30.0,male,47745.0,8,RENT,4000.0,MEDICAL,15.96,0.08,650,No,0
27.0,male,47863.0,0,RENT,4000.0,PERSONAL,10.74,0.08,660,No,0
35.0,female,40489.0,9,RENT,4000.0,HOMEIMPROVEMENT,16.32,0.1,629,No,1
34.0,male,41084.0,13,RENT,4000.0,EDUCATION,16.45,0.1,696,No,1
30.0,female,48585.0,9,RENT,4000.0,DEBTCONSOLIDATION,12.99,0.08,688,No,0
29.0,male,49236.0,9,RENT,4000.0,PERSONAL,11.01,0.08,600,Yes,0
32.0,male,47895.0,5,MORTGAGE,16700.0,VENTURE,7.51,0.35,586,Yes,0
29.0,female,41702.0,6,RENT,4000.0,EDUCATION,13.47,0.1,634,No,1
30.0,female,41726.0,7,RENT,4000.0,DEBTCONSOLIDATION,13.49,0.1,528,No,1
32.0,female,49234.0,10,RENT,4000.0,MEDICAL,13.49,0.08,689,Yes,0
32.0,female,48889.0,10,RENT,4000.0,EDUCATION,9.99,0.08,629,Yes,0
33.0,female,48867.0,13,RENT,4000.0,DEBTCONSOLIDATION,7.88,0.08,550,Yes,0
33.0,male,48840.0,11,RENT,4000.0,VENTURE,11.01,0.08,554,Yes,0
29.0,male,48910.0,3,RENT,4000.0,PERSONAL,12.53,0.08,521,No,0
32.0,male,49056.0,8,RENT,4000.0,MEDICAL,13.79,0.08,557,Yes,0
27.0,female,48064.0,3,MORTGAGE,6900.0,DEBTCONSOLIDATION,12.87,0.14,681,No,0
27.0,male,42676.0,4,RENT,4000.0,VENTURE,14.54,0.09,655,No,1
31.0,male,50478.0,12,RENT,4000.0,VENTURE,11.01,0.08,495,Yes,0
31.0,male,50342.0,9,RENT,4000.0,VENTURE,10.99,0.08,624,Yes,0
31.0,female,49792.0,10,RENT,4000.0,MEDICAL,10.0,0.08,636,Yes,0
29.0,female,47698.0,4,MORTGAGE,7100.0,MEDICAL,8.32,0.15,558,Yes,0
27.0,female,40781.0,5,MORTGAGE,9000.0,EDUCATION,12.49,0.22,666,No,1
32.0,female,51286.0,10,RENT,4000.0,PERSONAL,11.12,0.08,611,No,0
33.0,male,51622.0,11,RENT,4000.0,PERSONAL,6.39,0.08,631,No,0
30.0,male,51204.0,5,RENT,4000.0,DEBTCONSOLIDATION,7.88,0.08,612,Yes,0
27.0,female,52353.0,6,RENT,4000.0,EDUCATION,16.29,0.08,648,Yes,0
29.0,male,47913.0,9,MORTGAGE,8000.0,EDUCATION,11.86,0.17,675,Yes,0
27.0,female,48299.0,5,MORTGAGE,7200.0,EDUCATION,13.79,0.15,660,Yes,0
27.0,female,45404.0,5,RENT,4000.0,EDUCATION,17.27,0.09,520,No,1
32.0,female,55678.0,10,RENT,4000.0,VENTURE,10.99,0.07,568,Yes,0
28.0,female,48366.0,5,RENT,4000.0,PERSONAL,12.61,0.08,661,No,1
28.0,female,48518.0,4,MORTGAGE,11000.0,EDUCATION,7.14,0.23,621,No,0
29.0,female,56331.0,8,RENT,4000.0,VENTURE,9.99,0.07,613,No,0
28.0,male,50519.0,6,RENT,4000.0,PERSONAL,18.64,0.08,678,No,1
29.0,male,48229.0,7,MORTGAGE,5000.0,VENTURE,7.74,0.1,588,Yes,0
33.0,male,48198.0,10,MORTGAGE,3000.0,EDUCATION,7.37,0.06,634,No,0
30.0,male,48603.0,6,MORTGAGE,12375.0,VENTURE,10.37,0.25,708,No,0
30.0,male,58397.0,6,RENT,4000.0,PERSONAL,11.01,0.07,618,No,0
33.0,female,58744.0,9,RENT,4000.0,MEDICAL,14.65,0.07,600,No,0
29.0,male,48270.0,7,MORTGAGE,5600.0,EDUCATION,10.65,0.12,675,No,0
27.0,female,58454.0,4,RENT,4000.0,PERSONAL,9.62,0.07,598,Yes,0
28.0,male,58860.0,3,RENT,4000.0,MEDICAL,14.35,0.07,616,Yes,0
34.0,female,48397.0,8,MORTGAGE,2400.0,PERSONAL,6.03,0.05,699,No,0
32.0,male,48933.0,7,MORTGAGE,1500.0,HOMEIMPROVEMENT,15.99,0.03,555,Yes,0
28.0,female,58517.0,2,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.07,640,No,0
34.0,female,48593.0,8,MORTGAGE,6000.0,VENTURE,5.99,0.12,609,No,0
31.0,male,58509.0,7,RENT,4000.0,MEDICAL,13.85,0.07,616,Yes,0
27.0,male,48535.0,7,OWN,9900.0,HOMEIMPROVEMENT,6.54,0.2,686,Yes,0
30.0,female,48595.0,9,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.38,0.06,615,Yes,0
34.0,female,58448.0,10,RENT,4000.0,EDUCATION,8.0,0.07,657,Yes,0
33.0,female,52588.0,12,RENT,4000.0,EDUCATION,12.73,0.08,707,No,1
27.0,female,59873.0,0,RENT,4000.0,DEBTCONSOLIDATION,9.32,0.07,617,Yes,0
27.0,female,59966.0,2,RENT,4000.0,MEDICAL,10.59,0.07,690,No,0
27.0,female,48492.0,1,MORTGAGE,4800.0,DEBTCONSOLIDATION,6.76,0.1,643,Yes,0
31.0,female,60976.0,7,RENT,4000.0,VENTURE,6.62,0.07,702,Yes,0
28.0,male,48126.0,4,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.53,0.1,567,Yes,0
33.0,male,48670.0,10,MORTGAGE,3000.0,PERSONAL,7.68,0.06,588,Yes,0
28.0,male,61054.0,5,RENT,4000.0,HOMEIMPROVEMENT,10.59,0.07,647,No,0
30.0,female,48273.0,9,MORTGAGE,1425.0,HOMEIMPROVEMENT,10.37,0.03,557,Yes,0
35.0,male,60686.0,11,RENT,4000.0,MEDICAL,13.22,0.07,619,No,0
29.0,male,53888.0,9,RENT,4000.0,EDUCATION,12.36,0.07,638,No,1
29.0,male,49032.0,10,MORTGAGE,11000.0,EDUCATION,16.49,0.22,614,Yes,0
30.0,male,49081.0,8,MORTGAGE,3200.0,DEBTCONSOLIDATION,9.7,0.07,616,Yes,0
28.0,female,41957.0,2,MORTGAGE,12000.0,PERSONAL,11.01,0.29,679,No,1
31.0,male,63196.0,12,RENT,4000.0,MEDICAL,7.49,0.06,646,Yes,0
28.0,female,63257.0,9,RENT,4000.0,HOMEIMPROVEMENT,10.75,0.06,573,Yes,0
27.0,male,64266.0,5,RENT,4000.0,VENTURE,17.39,0.06,658,Yes,0
27.0,male,57773.0,7,RENT,4000.0,HOMEIMPROVEMENT,15.33,0.07,656,No,1
27.0,male,58388.0,4,RENT,4000.0,EDUCATION,6.03,0.07,590,No,1
